incident_id,rule_id,rule_version,result
INC-20260225-b97fcb29b9,GR-007,1,not_applicable
INC-20260225-b97fcb29b9,GR-008,1,prevented
INC-20260225-60c6c7c309,GR-001,1,not_applicable
INC-20260225-60c6c7c309,GR-002,1,not_applicable
INC-20260225-60c6c7c309,GR-003,1,not_applicable
INC-20260225-60c6c7c309,GR-004,1,not_applicable
INC-20260225-60c6c7c309,GR-005,1,not_applicable
INC-20260225-60c6c7c309,GR-006,1,not_applicable
INC-20260225-60c6c7c309,GR-007,1,not_applicable
INC-20260225-60c6c7c309,GR-008,1,not_applicable
INC-20260225-fc2fc5a782,GR-001,1,not_applicable
INC-20260225-fc2fc5a782,GR-002,1,prevented
INC-20260225-fc2fc5a782,GR-003,1,not_applicable
INC-20260225-fc2fc5a782,GR-004,1,not_applicable
INC-20260225-fc2fc5a782,GR-005,1,not_applicable
INC-20260225-fc2fc5a782,GR-006,1,not_applicable
INC-20260225-fc2fc5a782,GR-007,1,not_applicable
INC-20260225-fc2fc5a782,GR-008,1,prevented
INC-20260225-102722d09d,GR-001,1,not_applicable
INC-20260225-102722d09d,GR-002,1,not_applicable
INC-20260225-102722d09d,GR-003,1,not_applicable
INC-20260225-102722d09d,GR-004,1,not_applicable
INC-20260225-102722d09d,GR-005,1,not_applicable
INC-20260225-102722d09d,GR-006,1,not_applicable
INC-20260225-102722d09d,GR-007,1,not_applicable
INC-20260225-102722d09d,GR-008,1,not_applicable
INC-20260225-cba5d7eca2,GR-001,1,not_applicable
INC-20260225-cba5d7eca2,GR-002,1,not_applicable
INC-20260225-cba5d7eca2,GR-003,1,not_applicable
INC-20260225-cba5d7eca2,GR-004,1,not_applicable
INC-20260225-cba5d7eca2,GR-005,1,not_applicable
INC-20260225-cba5d7eca2,GR-006,1,not_applicable
INC-20260225-cba5d7eca2,GR-007,1,not_applicable
INC-20260225-cba5d7eca2,GR-008,1,prevented
INC-20260225-f2efe8a238,GR-001,1,not_applicable
INC-20260225-f2efe8a238,GR-002,1,not_applicable
INC-20260225-f2efe8a238,GR-003,1,not_applicable
INC-20260225-f2efe8a238,GR-004,1,not_applicable
INC-20260225-f2efe8a238,GR-005,1,not_applicable
INC-20260225-f2efe8a238,GR-006,1,not_applicable
INC-20260225-f2efe8a238,GR-007,1,not_applicable
INC-20260225-f2efe8a238,GR-008,1,not_applicable
INC-20260225-83a202c841,GR-001,1,not_applicable
INC-20260225-83a202c841,GR-002,1,prevented
INC-20260225-83a202c841,GR-003,1,not_applicable
INC-20260225-83a202c841,GR-004,1,not_applicable
INC-20260225-83a202c841,GR-005,1,not_applicable
INC-20260225-83a202c841,GR-006,1,not_applicable
INC-20260225-83a202c841,GR-007,1,not_applicable
INC-20260225-83a202c841,GR-008,1,prevented
INC-20260225-adc02a089e,GR-001,1,not_applicable
